image,x,y,w,h
video_0_frame_0.jpg,0.29609375,0.2833333333333333,0.0546875,0.24166666666666667
video_0_frame_0.jpg,0.498046875,0.40208333333333335,0.07578125,0.21805555555555556
video_0_frame_1.jpg,0.29765625,0.2875,0.0546875,0.2361111111111111
video_0_frame_1.jpg,0.501171875,0.4041666666666667,0.07578125,0.2111111111111111
video_0_frame_2.jpg,0.3,0.2777777777777778,0.053125,0.24166666666666667
video_0_frame_2.jpg,0.494140625,0.40625,0.07265625,0.21805555555555556
video_0_frame_3.jpg,0.301953125,0.28402777777777777,0.04921875,0.24861111111111112
video_0_frame_3.jpg,0.494140625,0.4083333333333333,0.06953125,0.20555555555555555
video_0_frame_4.jpg,0.303125,0.28541666666666665,0.0453125,0.2375
video_0_frame_4.jpg,0.495703125,0.4041666666666667,0.06640625,0.23055555555555557
video_0_frame_5.jpg,0.30234375,0.2833333333333333,0.0421875,0.23055555555555557
video_0_frame_5.jpg,0.4953125,0.4041666666666667,0.059375,0.21666666666666667
video_0_frame_6.jpg,0.30390625,0.2777777777777778,0.0453125,0.2388888888888889
video_0_frame_6.jpg,0.492578125,0.4076388888888889,0.06640625,0.2152777777777778
video_0_frame_7.jpg,0.30390625,0.2881944444444444,0.040625,0.23472222222222222
video_0_frame_7.jpg,0.491796875,0.4131944444444444,0.05234375,0.20416666666666666
video_0_frame_8.jpg,0.3046875,0.2826388888888889,0.04375,0.22916666666666666
video_0_frame_8.jpg,0.493359375,0.41041666666666665,0.06015625,0.20694444444444443
video_0_frame_9.jpg,0.304296875,0.28055555555555556,0.04453125,0.2388888888888889
video_0_frame_9.jpg,0.492578125,0.4076388888888889,0.05234375,0.22083333333333333
video_0_frame_10.jpg,0.3046875,0.27708333333333335,0.0453125,0.23194444444444445
video_0_frame_10.jpg,0.49375,0.40694444444444444,0.05625,0.2222222222222222
video_0_frame_11.jpg,0.3046875,0.2798611111111111,0.0390625,0.22916666666666666
video_0_frame_11.jpg,0.497265625,0.4076388888888889,0.05859375,0.2152777777777778
video_0_frame_12.jpg,0.305859375,0.2826388888888889,0.04296875,0.22361111111111112
video_0_frame_12.jpg,0.49609375,0.4125,0.05625,0.2111111111111111
video_0_frame_13.jpg,0.30625,0.2847222222222222,0.04375,0.225
video_0_frame_13.jpg,0.496484375,0.41180555555555554,0.05703125,0.2152777777777778
video_0_frame_14.jpg,0.306640625,0.28541666666666665,0.04140625,0.22361111111111112
video_0_frame_14.jpg,0.49609375,0.41875,0.0546875,0.2152777777777778
video_0_frame_15.jpg,0.3046875,0.2881944444444444,0.040625,0.22083333333333333
video_0_frame_15.jpg,0.494140625,0.4152777777777778,0.05859375,0.20555555555555555
video_0_frame_16.jpg,0.302734375,0.2902777777777778,0.04453125,0.23333333333333334
video_0_frame_16.jpg,0.49453125,0.4152777777777778,0.0515625,0.20555555555555555
video_0_frame_17.jpg,0.305859375,0.2923611111111111,0.03984375,0.21805555555555556
video_0_frame_17.jpg,0.495703125,0.4215277777777778,0.05390625,0.20972222222222223
video_0_frame_18.jpg,0.3046875,0.28055555555555556,0.046875,0.24166666666666667
video_0_frame_18.jpg,0.493359375,0.4166666666666667,0.05078125,0.2111111111111111
video_0_frame_19.jpg,0.3078125,0.2833333333333333,0.04375,0.22777777777777777
video_0_frame_19.jpg,0.498046875,0.41458333333333336,0.05078125,0.22361111111111112
video_0_frame_20.jpg,0.306640625,0.28402777777777777,0.04140625,0.22361111111111112
video_0_frame_20.jpg,0.492578125,0.41944444444444445,0.05703125,0.21388888888888888
video_0_frame_21.jpg,0.304296875,0.2798611111111111,0.05078125,0.24861111111111112
video_0_frame_21.jpg,0.490234375,0.4173611111111111,0.05546875,0.20416666666666666
video_0_frame_22.jpg,0.30390625,0.28541666666666665,0.0390625,0.22083333333333333
video_0_frame_22.jpg,0.4953125,0.41180555555555554,0.0546875,0.2013888888888889
video_0_frame_23.jpg,0.303515625,0.2826388888888889,0.04609375,0.22916666666666666
video_0_frame_23.jpg,0.497265625,0.41041666666666665,0.05703125,0.20972222222222223
video_0_frame_24.jpg,0.305078125,0.2833333333333333,0.04140625,0.2222222222222222
video_0_frame_24.jpg,0.491796875,0.40208333333333335,0.05390625,0.20972222222222223
video_0_frame_25.jpg,0.304296875,0.2791666666666667,0.04609375,0.23055555555555557
video_0_frame_25.jpg,0.494140625,0.3993055555555556,0.05546875,0.20972222222222223
video_0_frame_26.jpg,0.304296875,0.2847222222222222,0.04921875,0.2361111111111111
video_0_frame_26.jpg,0.495703125,0.4076388888888889,0.06640625,0.21805555555555556
video_0_frame_27.jpg,0.30390625,0.28402777777777777,0.0484375,0.23472222222222222
video_0_frame_27.jpg,0.4953125,0.40625,0.0640625,0.2152777777777778
video_0_frame_28.jpg,0.305859375,0.28125,0.04140625,0.2263888888888889
video_0_frame_28.jpg,0.49765625,0.4027777777777778,0.0546875,0.20277777777777778
video_0_frame_29.jpg,0.303125,0.2826388888888889,0.0421875,0.2263888888888889
video_0_frame_29.jpg,0.49375,0.4,0.0515625,0.21666666666666667
video_0_frame_30.jpg,0.30390625,0.2916666666666667,0.0359375,0.21944444444444444
video_0_frame_30.jpg,0.492578125,0.40347222222222223,0.05390625,0.2013888888888889
video_0_frame_31.jpg,0.3015625,0.2847222222222222,0.0421875,0.225
video_0_frame_31.jpg,0.496875,0.39791666666666664,0.05625,0.2013888888888889
video_0_frame_32.jpg,0.30546875,0.28194444444444444,0.0375,0.225
video_0_frame_32.jpg,0.49921875,0.4,0.065625,0.2111111111111111
video_0_frame_33.jpg,0.3046875,0.2826388888888889,0.0390625,0.22916666666666666
video_0_frame_33.jpg,0.498046875,0.3993055555555556,0.06796875,0.21805555555555556
video_0_frame_34.jpg,0.299609375,0.28194444444444444,0.05390625,0.2361111111111111
video_0_frame_34.jpg,0.5015625,0.3993055555555556,0.059375,0.2013888888888889
video_0_frame_35.jpg,0.301953125,0.28402777777777777,0.04453125,0.23194444444444445
video_0_frame_35.jpg,0.500390625,0.3993055555555556,0.06328125,0.2152777777777778
video_0_frame_36.jpg,0.303515625,0.28958333333333336,0.04921875,0.22361111111111112
video_0_frame_36.jpg,0.4984375,0.4013888888888889,0.0625,0.20833333333333334
video_0_frame_37.jpg,0.2953125,0.28402777777777777,0.059375,0.24305555555555555
video_0_frame_37.jpg,0.50546875,0.38958333333333334,0.065625,0.22083333333333333
video_0_frame_38.jpg,0.290234375,0.27291666666666664,0.06953125,0.25416666666666665
